31, 282, 0.63
31, 323, 0.575
31, 324, 0.605
31, 330, 0.483
31, 350, 0.383
31, 354, 0.506
31, 362, 0.652
31, 379, 0.526
31, 407, 0.646
31, 430, 0.552
31, 437, 0.495
31, 452, 0.522
31, 460, 0.512
31, 464, 0.384
31, 479, 0.635
31, 488, 0.456
31, 492, 0.434
31, 526, 0.466
31, 589, 0.354
31, 596, 0.828
31, 632, 0.464
31, 648, 0.521
31, 652, 0.453
31, 671, 0.65
31, 675, 0.511
31, 680, 0.43
31, 691, 0.485
31, 695, 0.767
31, 697, 0.423
31, 706, 0.407
31, 718, 0.288
31, 719, 0.591
31, 720, 0.428
31, 724, 0.347
31, 752, 0.569
31, 758, 0.731
31, 760, 0.358
31, 763, 0.615
31, 764, 0.815
31, 768, 0.366
31, 779, 0.5
31, 781, 0.336
31, 784, 0.407
51, 3, 0.254
51, 9, 0.163
51, 31, 0.29
51, 51, 0.523
51, 68, 0.204
51, 91, 0.265
51, 135, 0.622
51, 142, 0.204
51, 143, 0.203
51, 146, 0.162
51, 160, 0.147
51, 181, 0.548
51, 195, 0.272
51, 196, 0.539
51, 197, 0.374
51, 207, 0.244
51, 208, 0.269
51, 232, 0.219
51, 233, 0.329
51, 235, 0.975
51, 264, 0.416
51, 277, 0.305
51, 282, 0.535
51, 323, 0.431
51, 324, 0.319
51, 330, 0.199
51, 350, 0.283
51, 354, 0.371
51, 362, 0.387
51, 379, 0.311
51, 407, 0.378
51, 430, 0.2
51, 437, 0.402
51, 452, 0.249
51, 460, 0.23
51, 464, 0.112
51, 479, 0.574
51, 488, 0.309
51, 492, 0.243
51, 526, 0.289
51, 589, 0.072
51, 596, 0.475
51, 632, 0.183
51, 648, 0.272
51, 652, 0.175
51, 671, 0.449
51, 675, 0.163
51, 680, 0.235
51, 691, 0.314
51, 695, 0.533
51, 697, 0.236
51, 706, 0.186
51, 718, 0.143
51, 719, 0.411
51, 720, 0.321
51, 724, 0.151
51, 752, 0.299
51, 758, 0.444
51, 760, 0.154
51, 763, 0.271
51, 764, 0.621
51, 768, 0.094
51, 779, 0.409
51, 781, 0.161
51, 784, 0.18
68, 3, 0.517
68, 9, 0.502
68, 31, 0.464
68, 51, 0.797
68, 68, 0.534
68, 91, 0.635
68, 135, 0.777
68, 142, 0.596
68, 143, 0.573
68, 146, 0.332
68, 160, 0.451
68, 181, 0.645
68, 195, 0.613
68, 196, 0.632
68, 197, 0.745
68, 207, 0.59
68, 208, 0.411
68, 232, 0.472
68, 233, 0.596
68, 235, 0.995
68, 264, 0.789
68, 277, 0.666
68, 282, 0.583
68, 323, 0.656
68, 324, 0.549
68, 330, 0.541
68, 350, 0.605
68, 354, 0.403
68, 362, 0.82
68, 379, 0.468
68, 407, 0.581
68, 430, 0.567
68, 437, 0.59
68, 452, 0.58
68, 460, 0.674
68, 464, 0.351
68, 479, 0.425
68, 488, 0.487
68, 492, 0.399
68, 526, 0.521
68, 589, 0.43
68, 596, 0.705
68, 632, 0.496
68, 648, 0.487
68, 652, 0.415
68, 671, 0.608
68, 675, 0.562
68, 680, 0.307
68, 691, 0.506
68, 695, 0.78
68, 697, 0.485
68, 706, 0.466
68, 718, 0.317
68, 719, 0.546
68, 720, 0.34
68, 724, 0.257
68, 752, 0.7
68, 758, 0.683
68, 760, 0.392
68, 763, 0.518
68, 764, 0.567
68, 768, 0.446
68, 779, 0.634
68, 781, 0.27
68, 784, 0.368
91, 3, 0.401
91, 9, 0.356
91, 31, 0.499
91, 51, 0.793
91, 68, 0.644
91, 91, 0.488
91, 135, 0.613
91, 142, 0.662
91, 143, 0.607
91, 146, 0.36
91, 160, 0.638
91, 181, 0.629
91, 195, 0.746
91, 196, 0.645
91, 197, 0.662
91, 207, 0.789
91, 208, 0.604
91, 232, 0.725
91, 233, 0.534
91, 235, 0.995
91, 264, 0.822
91, 277, 0.736
91, 282, 0.615
91, 323, 0.626
91, 324, 0.513
91, 330, 0.542
91, 350, 0.59
91, 354, 0.481
91, 362, 0.721
91, 379, 0.477
91, 407, 0.551
91, 430, 0.547
91, 437, 0.459
91, 452, 0.503
91, 460, 0.6
91, 464, 0.577
91, 479, 0.381
91, 488, 0.525
91, 492, 0.482
91, 526, 0.583
91, 589, 0.406
91, 596, 0.567
91, 632, 0.512
91, 648, 0.57
91, 652, 0.591
91, 671, 0.604
91, 675, 0.624
91, 680, 0.496
91, 691, 0.495
91, 695, 0.643
91, 697, 0.542
91, 706, 0.472
91, 718, 0.554
91, 719, 0.572
91, 720, 0.427
91, 724, 0.325
91, 752, 0.648
91, 758, 0.514
91, 760, 0.718
91, 763, 0.514
91, 764, 0.585
91, 768, 0.387
91, 779, 0.626
91, 781, 0.401
91, 784, 0.6
135, 3, 0.28
135, 9, 0.38
135, 31, 0.184
135, 51, 0.421
135, 68, 0.238
135, 91, 0.378
135, 135, 0.505
135, 142, 0.412
135, 143, 0.178
135, 146, 0.399
135, 160, 0.358
135, 181, 0.388
135, 195, 0.217
135, 196, 0.586
135, 197, 0.394
135, 207, 0.299
135, 208, 0.183
135, 232, 0.19
135, 233, 0.429
135, 235, 0.986
135, 264, 0.546
135, 277, 0.635
135, 282, 0.599
135, 323, 0.288
135, 324, 0.399
135, 330, 0.188
135, 350, 0.455
135, 354, 0.326
135, 362, 0.571
135, 379, 0.24
135, 407, 0.345
135, 430, 0.523
135, 437, 0.375
135, 452, 0.331
135, 460, 0.268
135, 464, 0.053
135, 479, 0.299
135, 488, 0.425
135, 492, 0.192
135, 526, 0.237
135, 589, 0.144
135, 596, 0.419
135, 632, 0.216
135, 648, 0.34
135, 652, 0.182
135, 671, 0.511
135, 675, 0.211
135, 680, 0.297
135, 691, 0.26
135, 695, 0.442
135, 697, 0.173
135, 706, 0.166
135, 718, 0.097
135, 719, 0.294
135, 720, 0.212
135, 724, 0.112
135, 752, 0.445
135, 758, 0.533
135, 760, 0.166
135, 763, 0.155
135, 764, 0.406
135, 768, 0.29
135, 779, 0.646
135, 781, 0.153
135, 784, 0.146
142, 3, 0.605
142, 9, 0.313
142, 31, 0.506
142, 51, 0.842
142, 68, 0.43
142, 91, 0.444
142, 135, 0.602
142, 142, 0.491
142, 143, 0.405
142, 146, 0.391
142, 160, 0.337
142, 181, 0.506
142, 195, 0.444
142, 196, 0.743
142, 197, 0.626
142, 207, 0.61
142, 208, 0.401
142, 232, 0.475
142, 233, 0.515
142, 235, 0.997
142, 264, 0.713
142, 277, 0.717
142, 282, 0.67
142, 323, 0.587
142, 324, 0.492
142, 330, 0.496
142, 350, 0.453
142, 354, 0.607
142, 362, 0.558
142, 379, 0.396
142, 407, 0.718
142, 430, 0.503
142, 437, 0.463
142, 452, 0.439
142, 460, 0.539
142, 464, 0.201
142, 479, 0.541
142, 488, 0.533
142, 492, 0.599
142, 526, 0.355
142, 589, 0.352
142, 596, 0.667
142, 632, 0.419
142, 648, 0.495
142, 652, 0.416
142, 671, 0.696
142, 675, 0.39
142, 680, 0.449
142, 691, 0.435
142, 695, 0.579
142, 697, 0.36
142, 706, 0.387
142, 718, 0.42
142, 719, 0.426
142, 720, 0.482
142, 724, 0.499
142, 752, 0.607
142, 758, 0.592
142, 760, 0.287
142, 763, 0.567
142, 764, 0.732
142, 768, 0.287
142, 779, 0.571
142, 781, 0.429
142, 784, 0.397
143, 3, 0.684
143, 9, 0.603
143, 31, 0.377
143, 51, 0.862
143, 68, 0.467
143, 91, 0.41
143, 135, 0.823
143, 142, 0.582
143, 143, 0.533
143, 146, 0.517
143, 160, 0.758
143, 181, 0.859
143, 195, 0.812
143, 196, 0.892
143, 197, 0.746
143, 207, 0.778
143, 208, 0.506
143, 232, 0.728
143, 233, 0.71
143, 235, 1.0
143, 264, 0.946
143, 277, 0.82
143, 282, 0.872
143, 323, 0.753
143, 324, 0.718
143, 330, 0.707
143, 350, 0.806
143, 354, 0.605
143, 362, 0.821
143, 379, 0.616
143, 407, 0.898
143, 430, 0.644
143, 437, 0.754
143, 452, 0.617
143, 460, 0.807
143, 464, 0.423
143, 479, 0.653
143, 488, 0.77
143, 492, 0.616
143, 526, 0.72
143, 589, 0.588
143, 596, 0.854
143, 632, 0.636
143, 648, 0.849
143, 652, 0.682
143, 671, 0.925
143, 675, 0.69
143, 680, 0.618
143, 691, 0.75
143, 695, 0.673
143, 697, 0.652
143, 706, 0.748
143, 718, 0.658
143, 719, 0.765
143, 720, 0.518
143, 724, 0.547
143, 752, 0.758
143, 758, 0.707
143, 760, 0.766
143, 763, 0.546
143, 764, 0.723
143, 768, 0.543
143, 779, 0.799
143, 781, 0.545
143, 784, 0.66
146, 3, 0.823
146, 9, 0.441
146, 31, 0.631
146, 51, 0.848
146, 68, 0.654
146, 91, 0.598
146, 135, 0.598
146, 142, 0.569
146, 143, 0.501
146, 146, 0.486
146, 160, 0.455
146, 181, 0.52
146, 195, 0.591
146, 196, 0.719
146, 197, 0.801
146, 207, 0.77
146, 208, 0.522
146, 232, 0.635
146, 233, 0.47
146, 235, 0.991
146, 264, 0.747
146, 277, 0.766
146, 282, 0.73
146, 323, 0.717
146, 324, 0.682
146, 330, 0.591
146, 350, 0.477
146, 354, 0.632
146, 362, 0.746
146, 379, 0.595
146, 407, 0.782
146, 430, 0.429
146, 437, 0.611
146, 452, 0.656
146, 460, 0.775
146, 464, 0.288
146, 479, 0.595
146, 488, 0.615
146, 492, 0.716
146, 526, 0.387
146, 589, 0.579
146, 596, 0.815
146, 632, 0.643
146, 648, 0.537
146, 652, 0.652
146, 671, 0.788
146, 675, 0.708
146, 680, 0.566
146, 691, 0.416
146, 695, 0.421
146, 697, 0.402
146, 706, 0.421
146, 718, 0.474
146, 719, 0.49
146, 720, 0.608
146, 724, 0.662
146, 752, 0.808
146, 758, 0.577
146, 760, 0.595
146, 763, 0.745
146, 764, 0.782
146, 768, 0.593
146, 779, 0.668
146, 781, 0.658
146, 784, 0.653
160, 3, 0.434
160, 9, 0.564
160, 31, 0.474
160, 51, 0.856
160, 68, 0.534
160, 91, 0.385
160, 135, 0.64
160, 142, 0.645
160, 143, 0.279
160, 146, 0.485
160, 160, 0.514
160, 181, 0.556
160, 195, 0.701
160, 196, 0.67
160, 197, 0.673
160, 207, 0.796
160, 208, 0.502
160, 232, 0.619
160, 233, 0.357
160, 235, 0.997
160, 264, 0.744
160, 277, 0.759
160, 282, 0.645
160, 323, 0.769
160, 324, 0.698
160, 330, 0.627
160, 350, 0.639
160, 354, 0.495
160, 362, 0.843
160, 379, 0.33
160, 407, 0.468
160, 430, 0.404
160, 437, 0.586
160, 452, 0.522
160, 460, 0.601
160, 464, 0.427
160, 479, 0.456
160, 488, 0.509
160, 492, 0.264
160, 526, 0.538
160, 589, 0.322
160, 596, 0.494
160, 632, 0.365
160, 648, 0.453
160, 652, 0.204
160, 671, 0.549
160, 675, 0.5
160, 680, 0.443
160, 691, 0.532
160, 695, 0.357
160, 697, 0.525
160, 706, 0.466
160, 718, 0.361
160, 719, 0.543
160, 720, 0.368
160, 724, 0.25
160, 752, 0.671
160, 758, 0.786
160, 760, 0.378
160, 763, 0.272
160, 764, 0.504
160, 768, 0.398
160, 779, 0.735
160, 781, 0.313
160, 784, 0.444
181, 3, 0.321
181, 9, 0.485
181, 31, 0.118
181, 51, 0.501
181, 68, 0.361
181, 91, 0.448
181, 135, 0.617
181, 142, 0.494
181, 143, 0.145
181, 146, 0.409
181, 160, 0.443
181, 181, 0.539
181, 195, 0.289
181, 196, 0.6
181, 197, 0.5
181, 207, 0.384
181, 208, 0.223
181, 232, 0.298
181, 233, 0.329
181, 235, 0.99
181, 264, 0.657
181, 277, 0.74
181, 282, 0.565
181, 323, 0.35
181, 324, 0.493
181, 330, 0.291
181, 350, 0.539
181, 354, 0.407
181, 362, 0.673
181, 379, 0.286
181, 407, 0.393
181, 430, 0.424
181, 437, 0.519
181, 452, 0.329
181, 460, 0.395
181, 464, 0.075
181, 479, 0.377
181, 488, 0.47
181, 492, 0.209
181, 526, 0.376
181, 589, 0.254
181, 596, 0.516
181, 632, 0.35
181, 648, 0.412
181, 652, 0.134
181, 671, 0.517
181, 675, 0.341
181, 680, 0.432
181, 691, 0.334
181, 695, 0.242
181, 697, 0.259
181, 706, 0.267
181, 718, 0.144
181, 719, 0.354
181, 720, 0.236
181, 724, 0.172
181, 752, 0.565
181, 758, 0.567
181, 760, 0.299
181, 763, 0.246
181, 764, 0.469
181, 768, 0.438
181, 779, 0.653
181, 781, 0.2
181, 784, 0.232
195, 3, 0.314
195, 9, 0.367
195, 31, 0.358
195, 51, 0.732
195, 68, 0.399
195, 91, 0.318
195, 135, 0.796
195, 142, 0.556
195, 143, 0.225
195, 146, 0.398
195, 160, 0.314
195, 181, 0.715
195, 195, 0.511
195, 196, 0.613
195, 197, 0.562
195, 207, 0.656
195, 208, 0.483
195, 232, 0.515
195, 233, 0.385
195, 235, 0.993
195, 264, 0.679
195, 277, 0.625
195, 282, 0.558
195, 323, 0.671
195, 324, 0.665
195, 330, 0.449
195, 350, 0.41
195, 354, 0.519
195, 362, 0.763
195, 379, 0.638
195, 407, 0.501
195, 430, 0.384
195, 437, 0.623
195, 452, 0.526
195, 460, 0.469
195, 464, 0.575
195, 479, 0.67
195, 488, 0.586
195, 492, 0.363
195, 526, 0.72
195, 589, 0.546
195, 596, 0.737
195, 632, 0.563
195, 648, 0.695
195, 652, 0.384
195, 671, 0.513
195, 675, 0.623
195, 680, 0.595
195, 691, 0.601
195, 695, 0.701
195, 697, 0.632
195, 706, 0.572
195, 718, 0.486
195, 719, 0.776
195, 720, 0.432
195, 724, 0.263
195, 752, 0.525
195, 758, 0.819
195, 760, 0.691
195, 763, 0.315
195, 764, 0.496
195, 768, 0.372
195, 779, 0.596
195, 781, 0.286
195, 784, 0.578
196, 3, 0.369
196, 9, 0.308
196, 31, 0.278
196, 51, 0.468
196, 68, 0.366
196, 91, 0.372
196, 135, 0.458
196, 142, 0.264
196, 143, 0.138
196, 146, 0.262
196, 160, 0.303
196, 181, 0.392
196, 195, 0.278
196, 196, 0.505
196, 197, 0.27
196, 207, 0.406
196, 208, 0.229
196, 232, 0.333
196, 233, 0.262
196, 235, 0.958
196, 264, 0.485
196, 277, 0.465
196, 282, 0.509
196, 323, 0.417
196, 324, 0.425
196, 330, 0.252
196, 350, 0.365
196, 354, 0.292
196, 362, 0.5
196, 379, 0.212
196, 407, 0.427
196, 430, 0.107
196, 437, 0.272
196, 452, 0.121
196, 460, 0.332
196, 464, 0.17
196, 479, 0.329
196, 488, 0.394
196, 492, 0.23
196, 526, 0.283
196, 589, 0.071
196, 596, 0.343
196, 632, 0.169
196, 648, 0.24
196, 652, 0.276
196, 671, 0.486
196, 675, 0.173
196, 680, 0.202
196, 691, 0.364
196, 695, 0.192
196, 697, 0.254
196, 706, 0.206
196, 718, 0.183
196, 719, 0.364
196, 720, 0.183
196, 724, 0.161
196, 752, 0.386
196, 758, 0.463
196, 760, 0.309
196, 763, 0.233
196, 764, 0.385
196, 768, 0.229
196, 779, 0.485
196, 781, 0.174
196, 784, 0.324
197, 3, 0.493
197, 9, 0.426
197, 31, 0.288
197, 51, 0.676
197, 68, 0.264
197, 91, 0.412
197, 135, 0.607
197, 142, 0.349
197, 143, 0.254
197, 146, 0.225
197, 160, 0.348
197, 181, 0.508
197, 195, 0.39
197, 196, 0.742
197, 197, 0.516
197, 207, 0.453
197, 208, 0.406
197, 232, 0.416
197, 233, 0.384
197, 235, 0.974
197, 264, 0.566
197, 277, 0.469
197, 282, 0.637
197, 323, 0.464
197, 324, 0.375
197, 330, 0.263
197, 350, 0.445
197, 354, 0.496
197, 362, 0.53
197, 379, 0.474
197, 407, 0.507
197, 430, 0.219
197, 437, 0.574
197, 452, 0.24
197, 460, 0.411
197, 464, 0.186
197, 479, 0.544
197, 488, 0.613
197, 492, 0.391
197, 526, 0.268
197, 589, 0.122
197, 596, 0.441
197, 632, 0.219
197, 648, 0.428
197, 652, 0.227
197, 671, 0.602
197, 675, 0.2
197, 680, 0.447
197, 691, 0.382
197, 695, 0.379
197, 697, 0.259
197, 706, 0.283
197, 718, 0.25
197, 719, 0.382
197, 720, 0.494
197, 724, 0.36
197, 752, 0.433
197, 758, 0.441
197, 760, 0.21
197, 763, 0.388
197, 764, 0.501
197, 768, 0.224
197, 779, 0.67
197, 781, 0.382
197, 784, 0.243
207, 3, 0.396
207, 9, 0.233
207, 31, 0.311
207, 51, 0.765
207, 68, 0.377
207, 91, 0.285
207, 135, 0.691
207, 142, 0.387
207, 143, 0.262
207, 146, 0.214
207, 160, 0.257
207, 181, 0.615
207, 195, 0.326
207, 196, 0.584
207, 197, 0.553
207, 207, 0.519
207, 208, 0.322
207, 232, 0.379
207, 233, 0.326
207, 235, 1.0
207, 264, 0.567
207, 277, 0.397
207, 282, 0.567
207, 323, 0.487
207, 324, 0.364
207, 330, 0.297
207, 350, 0.312
207, 354, 0.413
207, 362, 0.417
207, 379, 0.629
207, 407, 0.754
207, 430, 0.255
207, 437, 0.536
207, 452, 0.406
207, 460, 0.538
207, 464, 0.369
207, 479, 0.549
207, 488, 0.533
207, 492, 0.591
207, 526, 0.612
207, 589, 0.503
207, 596, 0.768
207, 632, 0.499
207, 648, 0.68
207, 652, 0.528
207, 671, 0.761
207, 675, 0.522
207, 680, 0.428
207, 691, 0.436
207, 695, 0.74
207, 697, 0.467
207, 706, 0.497
207, 718, 0.549
207, 719, 0.624
207, 720, 0.504
207, 724, 0.392
207, 752, 0.553
207, 758, 0.484
207, 760, 0.57
207, 763, 0.535
207, 764, 0.662
207, 768, 0.286
207, 779, 0.461
207, 781, 0.397
207, 784, 0.474
208, 3, 0.617
208, 9, 0.479
208, 31, 0.473
208, 51, 0.8
208, 68, 0.695
208, 91, 0.444
208, 135, 0.867
208, 142, 0.602
208, 143, 0.525
208, 146, 0.406
208, 160, 0.576
208, 181, 0.847
208, 195, 0.44
208, 196, 0.803
208, 197, 0.637
208, 207, 0.543
208, 208, 0.524
208, 232, 0.716
208, 233, 0.567
208, 235, 0.99
208, 264, 0.875
208, 277, 0.787
208, 282, 0.73
208, 323, 0.538
208, 324, 0.471
208, 330, 0.607
208, 350, 0.562
208, 354, 0.524
208, 362, 0.658
208, 379, 0.646
208, 407, 0.774
208, 430, 0.38
208, 437, 0.668
208, 452, 0.589
208, 460, 0.627
208, 464, 0.469
208, 479, 0.605
208, 488, 0.633
208, 492, 0.538
208, 526, 0.721
208, 589, 0.622
208, 596, 0.852
208, 632, 0.655
208, 648, 0.757
208, 652, 0.535
208, 671, 0.823
208, 675, 0.65
208, 680, 0.623
208, 691, 0.725
208, 695, 0.714
208, 697, 0.707
208, 706, 0.597
208, 718, 0.584
208, 719, 0.794
208, 720, 0.534
208, 724, 0.45
208, 752, 0.592
208, 758, 0.633
208, 760, 0.723
208, 763, 0.621
208, 764, 0.703
208, 768, 0.485
208, 779, 0.694
208, 781, 0.438
208, 784, 0.656
232, 3, 0.438
232, 9, 0.382
232, 31, 0.286
232, 51, 0.792
232, 68, 0.528
232, 91, 0.288
232, 135, 0.847
232, 142, 0.528
232, 143, 0.262
232, 146, 0.399
232, 160, 0.417
232, 181, 0.769
232, 195, 0.321
232, 196, 0.69
232, 197, 0.631
232, 207, 0.348
232, 208, 0.307
232, 232, 0.521
232, 233, 0.392
232, 235, 0.999
232, 264, 0.711
232, 277, 0.679
232, 282, 0.628
232, 323, 0.599
232, 324, 0.585
232, 330, 0.465
232, 350, 0.434
232, 354, 0.501
232, 362, 0.635
232, 379, 0.424
232, 407, 0.471
232, 430, 0.274
232, 437, 0.51
232, 452, 0.507
232, 460, 0.463
232, 464, 0.266
232, 479, 0.54
232, 488, 0.462
232, 492, 0.258
232, 526, 0.473
232, 589, 0.286
232, 596, 0.71
232, 632, 0.364
232, 648, 0.518
232, 652, 0.195
232, 671, 0.519
232, 675, 0.457
232, 680, 0.405
232, 691, 0.469
232, 695, 0.491
232, 697, 0.392
232, 706, 0.402
232, 718, 0.252
232, 719, 0.578
232, 720, 0.388
232, 724, 0.246
232, 752, 0.53
232, 758, 0.713
232, 760, 0.365
232, 763, 0.289
232, 764, 0.502
232, 768, 0.344
232, 779, 0.574
232, 781, 0.249
232, 784, 0.347
233, 3, 0.637
233, 9, 0.664
233, 31, 0.48
233, 51, 0.791
233, 68, 0.715
233, 91, 0.585
233, 135, 0.787
233, 142, 0.588
233, 143, 0.433
233, 146, 0.521
233, 160, 0.67
233, 181, 0.666
233, 195, 0.436
233, 196, 0.766
233, 197, 0.614
233, 207, 0.487
233, 208, 0.414
233, 232, 0.647
233, 233, 0.504
233, 235, 0.998
233, 264, 0.858
233, 277, 0.833
233, 282, 0.697
233, 323, 0.61
233, 324, 0.663
233, 330, 0.562
233, 350, 0.646
233, 354, 0.59
233, 362, 0.658
233, 379, 0.54
233, 407, 0.76
233, 430, 0.384
233, 437, 0.58
233, 452, 0.459
233, 460, 0.638
233, 464, 0.392
233, 479, 0.556
233, 488, 0.655
233, 492, 0.6
233, 526, 0.586
233, 589, 0.424
233, 596, 0.671
233, 632, 0.535
233, 648, 0.688
233, 652, 0.55
233, 671, 0.777
233, 675, 0.558
233, 680, 0.573
233, 691, 0.612
233, 695, 0.497
233, 697, 0.525
233, 706, 0.518
233, 718, 0.54
233, 719, 0.651
233, 720, 0.47
233, 724, 0.521
233, 752, 0.654
233, 758, 0.611
233, 760, 0.699
233, 763, 0.54
233, 764, 0.672
233, 768, 0.519
233, 779, 0.722
233, 781, 0.492
233, 784, 0.608
235, 3, 0.007
235, 9, 0.003
235, 31, 0.001
235, 51, 0.027
235, 68, 0.008
235, 91, 0.089
235, 135, 0.026
235, 142, 0.004
235, 143, 0.022
235, 146, 0.009
235, 160, 0.001
235, 181, 0.01
235, 195, 0.0
235, 196, 0.048
235, 197, 0.028
235, 207, 0.001
235, 208, 0.085
235, 232, 0.005
235, 233, 0.006
235, 235, 0.573
235, 264, 0.025
235, 277, 0.026
235, 282, 0.069
235, 323, 0.103
235, 324, 0.107
235, 330, 0.001
235, 350, 0.017
235, 354, 0.003
235, 362, 0.135
235, 379, 0.094
235, 407, 0.029
235, 430, 0.003
235, 437, 0.057
235, 452, 0.003
235, 460, 0.008
235, 464, 0.0
235, 479, 0.007
235, 488, 0.077
235, 492, 0.054
235, 526, 0.045
235, 589, 0.001
235, 596, 0.016
235, 632, 0.004
235, 648, 0.01
235, 652, 0.001
235, 671, 0.054
235, 675, 0.005
235, 680, 0.001
235, 691, 0.004
235, 695, 0.001
235, 697, 0.01
235, 706, 0.007
235, 718, 0.002
235, 719, 0.072
235, 720, 0.007
235, 724, 0.002
235, 752, 0.029
235, 758, 0.02
235, 760, 0.003
235, 763, 0.005
235, 764, 0.012
235, 768, 0.007
235, 779, 0.033
235, 781, 0.002
235, 784, 0.005
264, 3, 0.327
264, 9, 0.282
264, 31, 0.132
264, 51, 0.561
264, 68, 0.235
264, 91, 0.202
264, 135, 0.456
264, 142, 0.312
264, 143, 0.086
264, 146, 0.255
264, 160, 0.279
264, 181, 0.319
264, 195, 0.148
264, 196, 0.544
264, 197, 0.446
264, 207, 0.273
264, 208, 0.188
264, 232, 0.304
264, 233, 0.147
264, 235, 0.984
264, 264, 0.474
264, 277, 0.463
264, 282, 0.547
264, 323, 0.416
264, 324, 0.355
264, 330, 0.29
264, 350, 0.394
264, 354, 0.33
264, 362, 0.513
264, 379, 0.195
264, 407, 0.399
264, 430, 0.162
264, 437, 0.324
264, 452, 0.233
264, 460, 0.276
264, 464, 0.13
264, 479, 0.295
264, 488, 0.398
264, 492, 0.178
264, 526, 0.196
264, 589, 0.065
264, 596, 0.35
264, 632, 0.137
264, 648, 0.274
264, 652, 0.094
264, 671, 0.472
264, 675, 0.212
264, 680, 0.204
264, 691, 0.273
264, 695, 0.129
264, 697, 0.155
264, 706, 0.208
264, 718, 0.15
264, 719, 0.311
264, 720, 0.212
264, 724, 0.173
264, 752, 0.438
264, 758, 0.469
264, 760, 0.147
264, 763, 0.151
264, 764, 0.342
264, 768, 0.179
264, 779, 0.51
264, 781, 0.144
264, 784, 0.218
277, 3, 0.57
277, 9, 0.257
277, 31, 0.271
277, 51, 0.725
277, 68, 0.457
277, 91, 0.411
277, 135, 0.719
277, 142, 0.386
277, 143, 0.479
277, 146, 0.386
277, 160, 0.512
277, 181, 0.585
277, 195, 0.405
277, 196, 0.769
277, 197, 0.671
277, 207, 0.501
277, 208, 0.387
277, 232, 0.589
277, 233, 0.454
277, 235, 1.0
277, 264, 0.791
277, 277, 0.507
277, 282, 0.675
277, 323, 0.561
277, 324, 0.445
277, 330, 0.483
277, 350, 0.565
277, 354, 0.509
277, 362, 0.53
277, 379, 0.494
277, 407, 0.839
277, 430, 0.316
277, 437, 0.446
277, 452, 0.517
277, 460, 0.615
